mobilenetv2_dice_iou.h5,mobilenetv2_bce_jaccard_iou.h5,mobilenetv2_bce_iou.h5,resnet101_bce_iou.h5,vgg19_bce_iou.h5,resnet101_jaccard_iou.h5,vgg19_jaccard_iou.h5,vgg19_dice_iou.h5,inceptionv3_bce_dice_iou.h5,mobilenetv2_jaccard_iou.h5,resnet101_dice_iou.h5,inceptionv3_bce_iou.h5,vgg19_bce_dice_iou.h5,mobilenetv2_bce_dice_iou.h5,resnet101_bce_jaccard_iou.h5,inceptionv3_dice_iou.h5,resnet101_bce_dice_iou.h5
0.66191286,0.66767114,0.47230756,0.6363474,0.6010504,0.12820016,0.67761123,0.6935854,0.7260365,0.65961313,0.71244544,0.6566538,0.14101793,0.649869,0.7117057,0.7267837,0.7088824
