tp,tn,fp,fn,tpr,fpr,precision,recall,accuracy,unet_prediction_threshold
4751,69128,10161,1197,0.7987558843308675,0.1281514459761127,0.3186024678111588,0.7987558843308675,0.8667480084939639,0.05
4692,69407,9882,1256,0.788836583725622,0.12463267288022298,0.3219431864965006,0.788836583725622,0.8693290472447411,0.2
4658,69566,9723,1290,0.7831203765971755,0.12262735057826432,0.3238995897364578,0.7831203765971755,0.8707955465349555,0.4
