tp,tn,fp,fn,tpr,fpr,precision,recall,accuracy,unet_prediction_threshold
4799,69849,9440,1149,0.8068258238063215,0.1190581291225769,0.3370320949504881,0.8068258238063215,0.8757699121273625,0.05
4723,70019,9270,1225,0.7940484196368527,0.11691407383117457,0.3375259058100479,0.7940484196368527,0.8768727195936037,0.2
4675,70116,9173,1273,0.7859784801613988,0.11569070110608029,0.3375938763720393,0.7859784801613988,0.8774475873153678,0.4
