tp,tn,fp,fn,tpr,fpr,precision,recall,accuracy,unet_prediction_threshold
5333,67527,11762,615,0.8966039004707465,0.14834340198514295,0.3119625621526762,0.8966039004707465,0.8547931062801366,0.05
5032,68942,10347,916,0.8459986550100874,0.13049729470670585,0.32719942779114375,0.8459986550100874,0.8678625479545268,0.2
4887,69398,9891,1061,0.8216207128446537,0.12474618168976781,0.33069427527405604,0.8216207128446537,0.87151119818858,0.4
