tp,tn,fp,fn,tpr,fpr,precision,recall,accuracy,unet_prediction_threshold
5736,64452,14837,212,0.9643577673167452,0.18712557857962642,0.2788120351917562,0.9643577673167452,0.8234452174525148,0.05
5343,68319,10970,605,0.898285137861466,0.13835462674519794,0.32753019064549743,0.898285137861466,0.8642021657261518,0.2
4829,69788,9501,1119,0.8118695359784802,0.11982746660949185,0.3369853454291696,0.8118695359784802,0.8754062203033893,0.4
