tp,tn,fp,fn,tpr,fpr,precision,recall,accuracy,unet_prediction_threshold
5673,65786,13503,275,0.9537659717552118,0.1703010505870928,0.29583854818523153,0.9537659717552118,0.8383565822354142,0.05
5222,68697,10592,726,0.8779421654337592,0.1335872567443151,0.33021373466548626,0.8779421654337592,0.8672172882668325,0.2
4768,70017,9272,1180,0.8016139878950908,0.11693929801107342,0.3396011396011396,0.8016139878950908,0.8773771953494375,0.4
