tp,tn,fp,fn,tpr,fpr,precision,recall,accuracy,unet_prediction_threshold
4555,71229,1631,1393,0.765803631472764,0.022385396651111722,0.7363401228580666,0.765803631472764,0.9616282610902447,0.2
4402,71416,1444,1546,0.7400806993947545,0.01981883063409278,0.7529934998289428,0.7400806993947545,0.9620596893716374,0.4
